Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Descripcion_Psicologica
3,4,2,4,2,3,2,5,2,4,"Confiado, Eficiente, Calmado, Curioso"
2,3,1,3,1,4,3,4,2,5,"Extrovertido, Minucioso, Disciplinado, Relajado, Calmado, Curioso"
4,2,4,4,3,2,4,3,3,4,"Reflexivo, Franco, Escéptico, Descuidado, Relajado, Calmado, Resiliente"
3,3,2,2,1,4,4,4,4,4,"Directo, Fiable, Minucioso, Ansioso, Imaginativo"
5,2,3,1,3,1,4,2,5,3,"Reservado, Crítico, Descuidado, Sensible al estrés, Preocupado"
1,3,3,5,1,5,2,3,2,4,"Extrovertido, Estable emocionalmente, Calmado, Creativo, No convencional"
5,4,1,5,3,1,2,5,1,2,"Reservado, Confiado, Organizado, Resiliente, Convencional, Práctico"
1,4,3,3,2,4,3,4,3,4,"Entusiasta, Curioso"
4,1,3,5,3,3,5,3,2,3,"Reservado, Desconfiado, Estable emocionalmente"
3,2,2,4,2,3,4,4,2,4,"Crítico, Disciplinado, Sereno, Imaginativo"
4,2,3,4,2,2,4,2,3,4,"Reservado, Franco, Crítico, Espontáneo, Estable emocionalmente, Resiliente, Imaginativo, Intelectual"
3,3,3,4,2,3,3,3,3,4,"Relajado, Original, Curioso"
3,3,4,4,4,3,3,3,2,3,"Flexible, Calmado, Pies en la tierra, Realista"
3,4,4,1,3,3,1,2,5,3,"Confiado, Conciliador, Relajado, Espontáneo, Vulnerable"
3,4,3,4,3,3,2,4,3,4,"Conciliador, Calmado, Sereno"
3,5,2,3,3,2,1,4,3,3,"Reflexivo, Reservado, Confiado, Amable, Disciplinado"
4,4,3,3,4,2,2,3,3,3,"Discreto, Reservado, Confiado, Conciliador, Convencional"
4,3,2,2,4,2,2,3,4,2,"Discreto, Sensible al estrés, Convencional, Pragmático"
2,3,2,5,3,4,4,4,1,3,"Entusiasta, Energético, Desconfiado, Competitivo, Planificador, Organizado, Resiliente, Relajado"
4,3,4,4,4,2,3,2,2,3,"Reflexivo, Flexible, Sereno, Tradicional"
3,4,4,5,4,2,1,2,1,3,"Callado, Reflexivo, Amable, Relajado, Desorganizado, Calmado, Pies en la tierra"
5,3,4,1,3,2,3,2,5,3,"Reflexivo, Callado, Relajado, Descuidado, Preocupado"
1,3,3,2,4,4,3,3,3,3,"Entusiasta, Realista, Pies en la tierra"
3,4,2,2,1,3,2,4,4,4,"Cooperador, Eficiente, Planificador, Inseguro, Vulnerable, Intelectual"
3,4,2,4,2,3,3,5,1,4,"Organizado, Planificador, Estable emocionalmente, Resiliente, Original, Curioso"
4,2,4,3,2,1,5,3,3,4,"Reservado, Directo, Descuidado, Impulsivo, Intelectual, Imaginativo"
3,4,1,4,2,4,3,4,2,3,"Planificador, Calmado, Resiliente"
4,3,3,4,3,2,3,3,2,2,"Distante, Discreto, Calmado, Pies en la tierra"
3,4,3,3,3,3,1,3,4,3,"Amable, Confiado"
2,3,5,2,3,4,3,1,4,3,"Entusiasta, Asertivo, Impulsivo, Flexible, Preocupado"
2,5,2,3,4,4,1,4,3,3,"Extrovertido, Empático, Eficiente, Pragmático"
2,3,4,1,3,4,4,3,4,2,"Extrovertido, Competitivo, Desconfiado, Impulsivo, Espontáneo, Sensible al estrés, Ansioso, Convencional, Pragmático"
4,4,5,3,2,2,2,2,4,4,"Reflexivo, Compasivo, Cooperador, Desorganizado, Flexible, Creativo, Curioso"
3,4,3,5,2,3,2,3,1,4,"Conciliador, Sereno, Curioso, Intelectual"
3,5,4,4,3,3,1,3,2,3,"Conciliador, Cooperador, Flexible, Descuidado, Estable emocionalmente"
4,3,4,5,1,3,3,3,1,4,"Introvertido, Reflexivo, Impulsivo, Flexible, Sereno, Creativo"
2,3,4,3,3,4,3,3,3,3,"Extrovertido, Energético, Impulsivo"
5,3,3,2,2,1,3,3,4,4,"Distante, Temperamental, Sensible al estrés, Curioso, No convencional"
4,5,4,4,4,3,2,2,2,3,"Callado, Empático, Relajado, Estable emocionalmente, Pies en la tierra, Realista"
2,4,4,3,1,4,1,2,3,5,"Energético, Asertivo, Confiado, Conciliador, Desorganizado, Espontáneo, Curioso"
2,5,4,2,2,4,1,2,4,4,"Hablador, Empático, Descuidado, Vulnerable, Inseguro, Original, Curioso"
2,5,2,5,1,4,1,3,1,4,"Entusiasta, Asertivo, Cooperador, Compasivo, Resiliente, No convencional, Creativo"
5,5,3,3,2,1,1,4,2,4,"Reservado, Callado, Confiado, Compasivo, Calmado, Seguro, Original, Creativo"
3,3,4,3,3,3,3,2,3,3,Impulsivo
3,3,1,2,3,2,3,5,4,3,"Discreto, Distante, Disciplinado, Fiable, Temperamental, Vulnerable"
2,3,2,4,1,4,2,3,2,5,"Extrovertido, Energético, Resiliente, No convencional, Creativo"
2,4,1,4,3,4,2,5,2,3,"Asertivo, Extrovertido, Conciliador, Confiado, Planificador, Eficiente, Estable emocionalmente"
3,2,4,2,2,3,3,1,4,3,"Directo, Crítico, Descuidado, Impulsivo, Ansioso"
4,3,5,4,3,2,3,2,3,4,"Reservado, Impulsivo, Estable emocionalmente"
2,4,2,3,2,3,2,3,2,4,"Confiado, Empático, Resiliente, Relajado, No convencional, Original"
5,4,3,3,2,2,1,3,4,4,"Callado, Discreto, Conciliador, No convencional"
3,4,1,5,2,4,1,5,1,5,"Compasivo, Confiado, Disciplinado, Organizado, Sereno, Seguro, Curioso, No convencional"
5,3,3,2,3,2,3,3,3,4,"Callado, Introvertido"
4,2,2,3,1,3,3,4,3,5,"Callado, Crítico, Desconfiado, Fiable, Creativo"
2,3,4,4,1,4,4,3,2,5,"Extrovertido, Energético, Escéptico, Desorganizado, Impulsivo, Calmado, Sereno, No convencional, Imaginativo"
4,2,1,4,2,3,3,5,2,4,"Reservado, Crítico, Desconfiado, Eficiente, Organizado, Relajado, Intelectual"
2,4,2,4,2,3,2,4,2,4,"Cooperador, Organizado, Minucioso, Resiliente, Relajado, No convencional"
1,2,2,3,1,4,5,4,3,4,"Sociable, Hablador, Competitivo, Desconfiado, Minucioso, Curioso, Intelectual"
2,5,3,2,3,3,1,3,4,3,"Confiado, Vulnerable"
3,1,4,4,4,3,5,3,2,3,"Franco, Flexible, Espontáneo, Estable emocionalmente, Sereno, Convencional"
3,3,2,4,1,3,3,4,2,5,"Organizado, Planificador, Resiliente, Imaginativo"
4,3,3,4,3,2,3,4,2,3,"Introvertido, Reservado, Relajado"
2,2,4,4,2,3,3,2,2,4,"Crítico, Descuidado, Relajado, Imaginativo, Original"
4,4,3,5,3,2,2,3,2,2,"Reservado, Callado, Confiado, Resiliente, Pies en la tierra"
3,4,2,3,3,3,2,3,2,4,"Conciliador, Calmado"
3,4,2,2,3,2,2,4,3,3,"Callado, Discreto, Confiado, Compasivo, Minucioso"
2,5,4,3,3,4,1,3,3,3,"Asertivo, Empático, Compasivo, Impulsivo, Espontáneo"
3,2,1,2,1,2,4,5,4,5,"Discreto, Reservado, Directo, Franco, Planificador, Temperamental, Intelectual, Curioso"
5,3,3,3,3,2,3,3,4,2,"Callado, Introvertido, Práctico"
3,3,4,5,3,2,3,2,1,4,"Distante, Reservado, Relajado, Desorganizado, Estable emocionalmente"
3,4,3,2,3,2,3,3,4,3,"Introvertido, Preocupado, Vulnerable"
4,4,3,3,3,2,2,3,3,3,"Discreto, Amable"
4,3,3,4,1,3,2,3,3,4,"Discreto, Reservado, Calmado, Curioso, Intelectual"
3,3,2,4,4,4,4,4,2,2,"Escéptico, Planificador, Minucioso, Estable emocionalmente, Calmado, Pragmático, Realista"
4,5,1,5,1,3,1,5,2,5,"Reservado, Reflexivo, Empático, Compasivo, Eficiente, Resiliente, Estable emocionalmente, Curioso, Original"
2,5,3,3,3,4,2,3,2,3,"Energético, Sociable, Conciliador, Calmado, Estable emocionalmente"
3,4,3,3,2,3,2,3,2,4,"Amable, Cooperador, Calmado, Estable emocionalmente, Intelectual"
3,2,5,2,1,3,5,2,4,5,"Competitivo, Directo, Descuidado, Sensible al estrés, Preocupado, Curioso"
5,3,5,4,3,1,2,1,3,4,"Introvertido, Flexible, Impulsivo, Estable emocionalmente"
4,3,2,4,5,1,2,3,2,1,"Introvertido, Calmado, Resiliente, Convencional, Práctico"
4,4,4,2,3,3,3,3,4,4,"Discreto, Reservado, Descuidado, Flexible, Ansioso"
5,4,4,3,3,1,2,2,3,3,"Reservado, Callado, Amable, Cooperador, Flexible, Descuidado"
2,3,1,4,2,4,3,5,2,4,"Sociable, Minucioso, Organizado, Estable emocionalmente, Creativo, Curioso"
2,5,3,2,3,3,1,3,3,4,"Compasivo, Amable"
4,5,3,4,2,3,1,3,2,4,"Reflexivo, Introvertido, Cooperador, Relajado, No convencional"
4,4,2,2,3,3,2,4,4,3,"Introvertido, Empático, Planificador, Preocupado"
4,4,2,5,1,3,2,4,2,5,"Discreto, Compasivo, Amable, Minucioso, Organizado, Resiliente, Estable emocionalmente, No convencional"
1,5,2,4,3,4,1,4,2,3,"Asertivo, Confiado, Disciplinado, Estable emocionalmente, Resiliente"
4,4,3,5,4,3,1,2,1,2,"Reflexivo, Distante, Confiado, Conciliador, Relajado, Flexible, Sereno, Práctico"
1,3,2,5,1,5,3,4,1,4,"Asertivo, Eficiente, Planificador, Sereno, Estable emocionalmente, Curioso, Intelectual"
1,3,4,3,3,4,2,2,3,2,"Asertivo, Relajado, Desorganizado, Convencional"
2,4,3,5,4,3,3,3,2,2,"Seguro, Relajado, Realista"
3,4,2,3,2,2,3,4,3,4,"Reflexivo, Distante, Minucioso, Imaginativo"
2,5,2,4,2,4,1,5,2,4,"Hablador, Entusiasta, Compasivo, Cooperador, Eficiente, Sereno, Relajado, Curioso"
4,3,4,1,2,2,3,2,5,4,"Discreto, Reflexivo, Descuidado, Espontáneo, Preocupado, Original, No convencional"
3,4,4,2,3,3,2,3,4,2,"Amable, Desorganizado, Inseguro, Vulnerable, Convencional, Práctico"
4,4,3,3,2,1,2,4,3,4,"Introvertido, Reflexivo, Conciliador, Curioso"
3,4,4,2,2,3,2,2,4,4,"Conciliador, Confiado, Flexible, Temperamental, Preocupado, No convencional"
4,3,2,2,4,2,3,4,4,3,"Distante, Organizado, Disciplinado, Preocupado, Temperamental, Realista"
4,3,4,2,2,2,3,3,4,4,"Discreto, Flexible, Impulsivo, Inseguro, Imaginativo"
2,3,3,5,3,4,4,4,1,4,"Extrovertido, Directo, Desconfiado, Calmado, Relajado"
2,5,4,4,3,4,1,3,3,3,"Energético, Hablador, Empático, Impulsivo, Desorganizado, Sereno"
2,4,2,4,2,3,2,4,2,4,"Amable, Cooperador, Organizado, Relajado, Sereno, Curioso, No convencional"
4,3,4,2,4,3,2,2,3,3,"Introvertido, Reservado, Relajado, Impulsivo, Tradicional"
5,3,3,4,2,2,2,2,3,4,"Introvertido, Distante, Flexible, Descuidado, Calmado, Original, Creativo"
5,3,4,3,1,1,4,2,4,5,"Reflexivo, Distante, Directo, Relajado, Intelectual, No convencional"
3,4,2,5,2,3,2,4,2,4,"Compasivo, Amable, Eficiente, Planificador, Relajado, Resiliente, Original"
3,3,3,4,4,3,4,3,3,3,"Escéptico, Resiliente, Convencional, Realista"
2,3,5,4,2,4,3,2,2,4,"Sociable, Desorganizado, Impulsivo, Sereno, Calmado, Curioso, Intelectual"
3,3,5,2,2,3,2,2,3,3,"Impulsivo, Espontáneo"
2,3,2,3,1,4,3,4,3,5,"Hablador, Fiable, Minucioso, Creativo, Curioso"
3,4,4,3,2,3,2,2,4,4,"Empático, Espontáneo, No convencional, Original"
1,4,2,3,1,5,2,4,3,5,"Entusiasta, Energético, Compasivo, Planificador, Disciplinado, Creativo, Intelectual"
4,3,5,4,3,3,4,1,2,3,"Reservado, Franco, Escéptico, Impulsivo, Estable emocionalmente, Resiliente"
2,4,1,4,2,4,2,5,2,4,"Entusiasta, Asertivo, Cooperador, Empático, Organizado, Planificador, Seguro, Original, Creativo"
1,3,1,4,1,4,2,4,3,4,"Sociable, Energético, Disciplinado, Resiliente, Estable emocionalmente, Curioso"
5,3,1,3,2,1,3,4,3,4,"Discreto, Disciplinado, Fiable, No convencional"
2,5,2,4,4,3,1,5,1,3,"Cooperador, Organizado, Disciplinado, Calmado, Resiliente, Pies en la tierra"
4,3,4,1,2,3,3,3,4,4,"Discreto, Callado, Descuidado, Preocupado, Curioso"
2,2,4,4,1,5,5,3,1,4,"Asertivo, Desconfiado, Espontáneo, Flexible, Calmado, Intelectual, Original"
3,5,3,5,1,4,1,3,1,5,"Compasivo, Cooperador, Resiliente, Estable emocionalmente, No convencional"
3,3,2,1,2,3,2,4,4,4,"Eficiente, Inseguro, Preocupado, Original"
3,3,1,4,3,3,2,5,3,3,"Organizado, Seguro"
5,4,2,4,3,2,2,3,2,3,"Distante, Amable, Confiado, Relajado"
3,4,3,4,2,3,2,4,3,4,"Confiado, Amable, Resiliente, No convencional"
4,2,3,2,2,1,4,3,4,4,"Callado, Reflexivo, Desconfiado, Temperamental, Creativo, Intelectual"
4,4,3,4,2,2,1,3,2,4,"Distante, Conciliador, Seguro, Intelectual, Creativo"
3,3,4,4,1,3,4,2,2,4,"Directo, Desconfiado, Impulsivo, Flexible, Relajado, Sereno, Curioso"
2,2,3,1,3,4,5,3,5,4,"Sociable, Franco, Vulnerable, Sensible al estrés"
3,3,2,3,3,3,4,4,3,4,"Crítico, Competitivo, Minucioso, Eficiente"
2,4,2,2,2,3,2,4,4,3,"Cooperador, Minucioso, Preocupado, Temperamental"
1,4,3,4,3,4,3,3,3,3,"Sociable, Calmado, Sereno"
2,4,5,2,1,3,2,1,4,5,"Confiado, Relajado, Descuidado, Temperamental, Inseguro, Imaginativo, Curioso"
2,2,1,3,3,3,4,5,4,3,"Crítico, Desconfiado, Eficiente"
1,3,2,3,2,5,4,4,3,3,"Sociable, Escéptico, Franco, Eficiente, Fiable"
4,3,2,3,2,3,3,3,3,4,"Discreto, No convencional"
3,4,1,4,3,3,2,5,2,3,"Cooperador, Minucioso, Organizado, Calmado"
3,4,2,3,2,3,2,4,2,4,"Empático, Fiable, Disciplinado, Relajado, Sereno, Curioso, Creativo"
4,3,2,4,3,2,3,4,2,3,"Callado, Disciplinado, Relajado, Calmado"
2,5,5,3,3,4,1,2,3,4,"Energético, Asertivo, Conciliador, Descuidado, Espontáneo"
3,3,3,1,3,2,3,3,4,3,"Reflexivo, Ansioso"
3,5,2,2,5,3,1,4,3,2,"Conciliador, Cooperador, Planificador, Práctico"
2,4,2,3,1,4,2,4,3,4,"Entusiasta, Confiado, Conciliador, Eficiente, Intelectual"
2,3,2,2,2,4,3,4,4,4,"Hablador, Asertivo, Fiable, Inseguro, Original"
1,4,3,3,1,4,2,3,3,5,"Energético, Extrovertido, Cooperador, Imaginativo, No convencional"
4,4,3,4,4,3,3,3,3,3,"Discreto, Reservado, Seguro, Convencional"
3,1,1,1,3,3,5,5,4,2,"Escéptico, Fiable, Ansioso, Convencional"
2,4,2,5,1,4,2,4,2,5,"Asertivo, Conciliador, Disciplinado, Minucioso, Resiliente, Original, Creativo"
2,2,4,2,2,4,4,2,3,4,"Entusiasta, Competitivo, Desorganizado, Curioso"
3,2,2,4,2,3,4,3,2,4,"Franco, Sereno, Relajado, No convencional"
2,3,3,5,3,4,3,3,1,4,"Energético, Estable emocionalmente, Seguro"
4,4,3,5,2,3,1,2,2,3,"Reflexivo, Distante, Amable, Desorganizado, Sereno"
1,3,3,2,2,5,4,3,4,4,"Entusiasta, Extrovertido, Desconfiado, Ansioso, Vulnerable, Intelectual, Original"
4,4,2,5,3,2,2,3,2,3,"Reflexivo, Discreto, Conciliador, Cooperador, Relajado"
3,3,5,5,4,3,2,2,1,2,"Desorganizado, Espontáneo, Calmado, Tradicional, Práctico"
1,4,4,3,1,4,3,3,2,5,"Sociable, Entusiasta, Flexible, Desorganizado, Seguro, Resiliente, Creativo, No convencional"
2,3,3,4,2,4,3,3,1,3,"Energético, Sociable, Resiliente"
4,3,2,3,2,2,3,4,2,3,"Distante, Reflexivo, Disciplinado, Planificador, Seguro, Estable emocionalmente"
4,2,2,5,3,3,4,4,1,3,"Distante, Directo, Disciplinado, Organizado, Estable emocionalmente"
3,3,2,4,1,3,3,3,3,4,"Sereno, Intelectual"
3,3,3,1,2,3,3,2,4,4,"Descuidado, Sensible al estrés, Inseguro, Original"
1,5,4,2,3,4,1,3,3,3,"Asertivo, Energético, Confiado, Conciliador, Flexible, Impulsivo"
4,2,4,3,4,2,4,3,3,3,"Reflexivo, Crítico, Competitivo, Impulsivo, Convencional"
1,5,4,3,2,5,2,3,2,4,"Sociable, Entusiasta, Compasivo, Cooperador, Flexible, Relajado, Imaginativo"
3,3,4,1,3,2,3,2,4,4,"Reservado, Flexible, Desorganizado, Preocupado"
3,4,3,4,3,3,2,3,2,2,"Empático, Amable, Estable emocionalmente, Pragmático"
4,3,4,3,3,2,2,2,3,4,"Discreto, Reflexivo, Flexible"
2,4,3,2,2,3,2,3,4,5,"Cooperador, Conciliador, Temperamental, Intelectual"
1,2,3,3,3,4,4,4,3,2,"Entusiasta, Asertivo, Desconfiado, Crítico, Práctico"
4,4,3,2,3,2,2,3,4,3,"Reservado, Discreto, Amable, Temperamental"
4,4,4,4,2,2,2,3,3,4,"Reflexivo, Cooperador, Espontáneo, Sereno, Creativo, Imaginativo"
4,4,5,5,1,3,2,2,2,5,"Reservado, Confiado, Cooperador, Descuidado, Estable emocionalmente, Resiliente, Creativo"
4,3,3,3,3,2,3,3,3,3,"Reflexivo, Discreto"
3,3,2,3,2,2,3,3,2,4,"Reflexivo, Introvertido, Sereno, Creativo, Imaginativo"
1,3,4,3,2,4,3,2,3,4,"Entusiasta, Energético, Espontáneo, No convencional, Original"
3,3,4,3,1,3,3,2,3,4,"Flexible, Relajado, Original, Imaginativo"
4,4,4,1,3,2,2,2,5,3,"Callado, Conciliador, Cooperador, Espontáneo, Vulnerable"
3,3,2,2,3,3,3,4,4,3,"Eficiente, Fiable, Preocupado, Temperamental"
2,2,4,3,2,3,4,2,3,5,"Directo, Crítico, Flexible, Impulsivo, Curioso"
5,3,3,2,4,2,2,3,3,2,"Distante, Discreto, Convencional, Práctico"
4,3,2,2,2,2,4,4,4,4,"Discreto, Distante, Competitivo, Disciplinado, Planificador, Preocupado, Intelectual, Original"
4,3,1,3,4,3,4,4,3,2,"Discreto, Desconfiado, Escéptico, Minucioso, Eficiente, Convencional"
1,4,2,3,2,4,1,3,3,4,"Entusiasta, Empático, Imaginativo"
5,3,2,4,2,1,3,4,2,4,"Reservado, Reflexivo, Planificador, Minucioso, Seguro, Sereno, Creativo, Curioso"
3,5,4,5,2,3,1,2,1,4,"Conciliador, Compasivo, Relajado, Calmado, No convencional, Original"
3,4,1,2,3,3,2,5,3,3,"Conciliador, Minucioso, Organizado"
3,4,3,3,4,3,2,3,3,2,"Empático, Conciliador, Tradicional"
1,5,2,3,1,4,1,4,3,5,"Energético, Confiado, Minucioso, No convencional, Creativo"
2,4,1,2,2,3,2,5,4,4,"Empático, Confiado, Minucioso, Ansioso, Preocupado, Imaginativo, Curioso"
1,3,3,4,3,4,3,3,3,3,"Extrovertido, Energético, Relajado"
2,5,3,5,3,4,1,4,2,4,"Extrovertido, Amable, Sereno"
3,4,2,5,3,3,2,4,2,4,"Amable, Eficiente, Sereno, Estable emocionalmente"
4,5,1,3,1,2,1,4,3,4,"Reservado, Compasivo, Amable, Disciplinado, Eficiente, Imaginativo"
3,3,3,2,1,3,3,2,4,5,"Descuidado, Espontáneo, Inseguro, Ansioso, Imaginativo, Original"
4,3,4,5,2,2,3,1,2,4,"Reflexivo, Descuidado, Resiliente, Seguro, Curioso"
3,4,2,4,3,2,1,3,3,2,"Callado, Amable, Compasivo, Resiliente, Pragmático, Convencional"
4,4,3,2,1,2,2,3,3,4,"Distante, Introvertido, Cooperador, Curioso, Imaginativo"
3,3,3,3,4,2,3,3,2,2,"Reservado, Sereno, Pragmático, Convencional"
3,4,1,3,3,2,2,4,3,2,"Discreto, Reservado, Cooperador, Fiable, Práctico"
3,4,3,3,3,3,2,3,3,3,"Compasivo, Cooperador"
4,4,4,1,4,3,2,2,4,3,"Callado, Distante, Empático, Desorganizado, Preocupado, Sensible al estrés, Convencional, Práctico"
3,4,5,2,4,2,2,2,4,2,"Callado, Discreto, Compasivo, Espontáneo, Sensible al estrés, Convencional, Práctico"
3,3,4,4,2,3,3,2,3,4,"Desorganizado, Espontáneo, Relajado, Seguro, Original"
4,5,1,4,4,2,1,5,2,3,"Discreto, Empático, Conciliador, Organizado, Disciplinado, Seguro, Realista, Convencional"
4,3,2,2,3,2,3,3,4,3,"Distante, Preocupado"
4,3,3,4,3,2,4,3,2,3,"Introvertido, Reflexivo, Escéptico, Crítico, Estable emocionalmente, Sereno"
2,5,3,3,3,3,1,4,3,4,"Compasivo, Amable"
3,4,2,4,3,4,2,5,2,4,"Amable, Eficiente, Minucioso, Resiliente"
3,5,4,5,2,3,1,3,2,4,"Empático, Relajado, Original, Curioso"
4,3,3,3,2,1,3,3,3,4,"Discreto, Distante, Curioso"
2,3,2,4,3,4,4,4,2,3,"Asertivo, Sociable, Crítico, Directo, Planificador, Minucioso, Resiliente, Sereno"
1,3,1,4,1,4,2,5,2,5,"Entusiasta, Energético, Eficiente, Minucioso, Seguro, No convencional"
3,3,3,4,1,3,3,3,2,5,"Relajado, Original"
4,4,4,4,2,3,2,2,2,4,"Reflexivo, Empático, Confiado, Desorganizado, Calmado, Estable emocionalmente, Imaginativo, No convencional"
3,4,3,4,2,3,2,3,2,4,"Conciliador, Relajado, Estable emocionalmente, Curioso, No convencional"
4,4,4,3,2,3,2,3,3,4,"Discreto, Empático, Confiado, Impulsivo, Espontáneo, No convencional"
4,4,4,3,2,2,2,3,3,5,"Reflexivo, Callado, Cooperador, Relajado, Descuidado, Curioso"
2,1,3,2,3,4,5,3,4,4,"Entusiasta, Directo, Escéptico, Vulnerable, Temperamental"
3,5,2,4,2,4,1,4,2,4,"Conciliador, Eficiente, Minucioso, Seguro, Sereno, Intelectual"
3,2,2,4,4,4,4,4,2,3,"Franco, Competitivo, Minucioso, Eficiente, Calmado, Convencional, Tradicional"
3,4,2,5,1,3,2,3,2,4,"Compasivo, Calmado, Relajado, Curioso, Original"
4,3,1,3,2,3,2,4,4,3,"Reservado, Disciplinado"
1,3,2,4,1,4,3,4,2,4,"Hablador, Sociable, Organizado, Disciplinado, Estable emocionalmente, Relajado, Intelectual, Curioso"
2,3,3,3,2,4,3,3,3,4,"Extrovertido, Entusiasta, Creativo"
2,4,2,3,1,3,3,4,3,4,"Planificador, Minucioso, Original"
3,3,3,5,4,3,4,4,1,3,"Franco, Crítico, Resiliente, Realista"
1,3,1,5,3,4,3,4,1,4,"Extrovertido, Minucioso, Eficiente, Estable emocionalmente, Calmado"
3,3,3,3,3,2,3,3,2,3,"Reflexivo, Calmado, Resiliente"
4,5,3,4,3,2,1,3,3,4,"Introvertido, Reflexivo, Amable, Compasivo, Resiliente, Sereno"
4,3,4,3,3,2,2,2,3,4,"Discreto, Distante, Flexible"
4,4,3,1,3,1,2,3,5,3,"Discreto, Conciliador, Compasivo, Sensible al estrés"
4,3,2,5,1,2,4,3,1,5,"Callado, Discreto, Franco, Desconfiado, Calmado, Curioso"
5,2,3,2,2,1,5,3,3,4,"Introvertido, Desconfiado, Competitivo, Imaginativo"
2,4,2,3,2,3,1,4,3,4,"Empático, Disciplinado, Fiable, Creativo, Imaginativo"
3,3,3,3,4,3,3,3,3,3,Convencional
3,2,4,1,2,4,4,3,4,5,"Escéptico, Espontáneo, Sensible al estrés, Intelectual"
3,3,3,4,1,3,4,3,2,5,"Escéptico, Resiliente, Relajado, Imaginativo, Curioso"
2,3,1,3,2,3,3,5,2,4,"Planificador, Estable emocionalmente, Intelectual, No convencional"
3,3,3,3,2,4,4,3,2,4,"Desconfiado, Escéptico, Seguro, Relajado, Original"
2,2,3,3,2,3,3,3,3,3,Escéptico
4,4,1,5,2,2,2,5,2,4,"Reflexivo, Amable, Cooperador, Minucioso, Disciplinado, Estable emocionalmente, No convencional, Intelectual"
4,3,4,2,3,3,3,2,5,3,"Callado, Reflexivo, Espontáneo, Descuidado, Sensible al estrés"
2,4,4,4,3,4,3,3,2,4,"Energético, Sociable, Relajado, Calmado, Estable emocionalmente"
4,3,3,1,3,2,3,3,5,3,"Introvertido, Preocupado, Ansioso"
3,4,2,2,1,3,2,4,3,4,"Conciliador, Fiable, Disciplinado, Curioso, Creativo"
5,2,4,1,2,1,4,2,5,3,"Distante, Directo, Franco, Impulsivo, Vulnerable"
3,5,4,1,2,3,1,2,5,4,"Confiado, Flexible, Relajado, Ansioso, Preocupado, Imaginativo"
5,3,2,4,2,2,3,3,2,4,"Discreto, Resiliente, No convencional"
5,4,2,5,4,2,2,3,1,3,"Callado, Reflexivo, Amable, Relajado, Sereno, Tradicional"
3,4,3,2,1,3,2,3,3,5,"Cooperador, Confiado, Original, Creativo"
2,3,5,4,2,4,4,1,2,4,"Hablador, Asertivo, Escéptico, Descuidado, Seguro, Relajado, Curioso, Intelectual"
5,3,5,3,2,2,2,1,3,4,"Callado, Introvertido, Relajado, Descuidado, Curioso"
4,3,3,4,2,2,3,2,3,4,"Discreto, Relajado, Sereno, Resiliente, No convencional, Creativo"
2,3,2,2,5,4,3,4,3,2,"Entusiasta, Extrovertido, Planificador, Eficiente, Convencional"
3,3,2,4,3,2,3,4,2,3,"Callado, Minucioso, Planificador, Seguro"
4,3,2,4,2,2,3,4,2,3,"Callado, Fiable, Seguro"
1,3,3,4,1,5,2,4,2,5,"Entusiasta, Estable emocionalmente, Relajado, Curioso, Imaginativo"
4,5,3,4,3,2,1,3,3,3,"Reservado, Empático, Cooperador, Estable emocionalmente"
2,4,1,4,2,4,2,4,3,4,"Energético, Sociable, Cooperador, Amable, Fiable, Minucioso, Calmado, Curioso"
1,4,3,3,2,5,1,4,2,5,"Sociable, Amable, Compasivo, Seguro, Sereno, Creativo, No convencional"
2,4,2,4,1,4,3,5,2,4,"Hablador, Disciplinado, Organizado, Estable emocionalmente, Original"
4,3,3,2,2,3,3,4,3,4,"Reservado, Original, Creativo"
1,4,4,4,1,5,1,3,2,5,"Sociable, Cooperador, Descuidado, Estable emocionalmente, No convencional"
4,3,3,1,3,2,3,4,4,3,"Discreto, Introvertido, Temperamental"
2,3,1,2,1,3,4,4,4,5,"Competitivo, Fiable, Inseguro, Intelectual, Curioso"
2,2,3,3,3,3,4,3,3,3,Crítico
4,4,3,3,2,2,1,4,3,4,"Callado, Amable, Intelectual, Original"
4,4,2,2,5,2,1,3,4,1,"Discreto, Distante, Conciliador, Cooperador, Sensible al estrés, Convencional, Realista"
3,5,3,4,3,2,1,3,3,3,"Discreto, Empático, Relajado"
3,4,3,3,4,3,1,4,4,3,"Conciliador, Convencional, Pies en la tierra"
5,4,4,4,4,1,1,1,2,2,"Introvertido, Reflexivo, Compasivo, Impulsivo, Flexible, Resiliente, Estable emocionalmente, Práctico"
5,5,4,4,3,1,1,3,3,3,"Reflexivo, Empático, Compasivo, Flexible, Estable emocionalmente"
4,4,1,4,3,1,2,5,3,3,"Introvertido, Empático, Conciliador, Disciplinado, Fiable, Seguro, Relajado"
2,5,2,3,3,3,1,4,3,4,"Empático, Organizado"
2,4,1,5,2,3,1,5,1,5,"Conciliador, Cooperador, Fiable, Seguro, Original, Curioso"
2,5,2,5,1,4,1,4,2,5,"Hablador, Empático, Disciplinado, Planificador, Seguro, Creativo"
4,2,4,3,4,2,4,2,4,3,"Reflexivo, Introvertido, Directo, Franco, Desorganizado, Pragmático"
4,3,3,1,5,2,3,4,4,1,"Introvertido, Sensible al estrés, Ansioso, Práctico, Pragmático"
